filename,speaker
id10003/na8-QEFmj44/00003.wav,3
id10004/bIZQaEVuATQ/00006.wav,4
id10005/38_N-A-QOUo/00010.wav,5
id10006/0otHlFztX8I/00011.wav,6
id10007/CzQPAaPrC-E/00010.wav,7
id10008/r4IZRsEGDFs/00010.wav,8
id10009/x_HdUZuSusA/00002.wav,9
id10010/w_dgWRKS91Q/00001.wav,10
id10011/L_Q9NL9H1wI/00002.wav,11
id10012/Mki-3pJgdMw/00009.wav,12
id10013/D8N1aTvis1o/00001.wav,13
id10014/s4Go6oBiQ8Y/00009.wav,14
id10015/ESZSf-D4cgw/00002.wav,15
id10016/hgB5ziAudzU/00005.wav,16
id10017/7QOGR0zvTxY/00001.wav,17
id10001/zELwAz2W6hM/00008.wav,1
id10002/RLKKsYiCMvc/00034.wav,2
id10018/8WVqEfbZ4Ic/00008.wav,18
id10019/2vSPFNQoKmk/00009.wav,19
id10020/oIn5J6YJAmQ/00008.wav,20
id10021/SmRgQiUvBPY/00004.wav,21
id10022/ZXYlWu1JfKU/00033.wav,22
id10023/YE_qABuc-Cs/00010.wav,23
id10024/csKBZo0-gKE/00008.wav,24
id10025/A_SQ3wHN0d8/00006.wav,25
id10030/AqrOntSB71E/00007.wav,30
id10031/CIipb6clpG8/00022.wav,31
id10032/YcV8RVlma98/00003.wav,32
id10033/QUZSHTlha6A/00002.wav,33
id10026/5mucAt4RCJs/00001.wav,26
id10027/g2m1E3C9wY4/00005.wav,27
id10028/3Xt_-rRgQu8/00005.wav,28
id10029/qpfQBQQ1FMs/00015.wav,29
id10034/ZLHjGWAWy20/00008.wav,34
id10035/SJz7TqbRv7M/00013.wav,35
id10036/EAsTZq6lLHI/00012.wav,36
id10037/qqLxW_0DSc8/00028.wav,37
id10038/7Gd4Fz2UNxQ/00031.wav,38
id10039/L2uTYBUsrrU/00009.wav,39
id10040/bK5SCGBMN4U/00002.wav,40
id10041/Tpr8LRdS3QU/00001.wav,41
id10042/1yc4hUIgyKA/00004.wav,42
id10043/sabH2NijvUY/00003.wav,43
id10044/Z2B5ZihFnOc/00006.wav,44
id10045/FdYLFLTY-5Q/00035.wav,45
id10046/DxE5Lu4cSMY/00002.wav,46
id10047/9T6zJ8nmjHI/00013.wav,47
id10048/eexpMKuIR1I/00005.wav,48
id10050/Hh5kF22DUAg/00001.wav,50
id10049/ll0t35YVhiU/00003.wav,49
id10051/RNvpP3RtZPM/00004.wav,51
id10052/qaAeXlQcn2k/00037.wav,52
id10053/7Il-q2PJxgY/00013.wav,53
id10054/qnw0BXKk8Ow/00001.wav,54
id10055/uGUDLUhOmJU/00009.wav,55
id10056/ioRwx4bik4c/00001.wav,56
id10057/tGD9ffH-ozo/00002.wav,57
id10058/MV4B_V28-j8/00002.wav,58
id10060/l2pijcCsAVY/00003.wav,60
id10059/qM5FO3hHEbk/00013.wav,59
id10061/9ULTOXn2tKY/00009.wav,61
id10062/dsKq0nKwHyc/00003.wav,62
id10063/cFm97YUvlH8/00004.wav,63
id10064/sRK36oyidyc/00008.wav,64
