filename,speaker
id10003/na8-QEFmj44/00003.wav,3
id10003/tCq2LcKO6xY/00002.wav,3
id10003/K5zRxtXc27s/00001.wav,3
id10003/bDxy7bnj_bc/00004.wav,3
id10004/8mWxQ6DRO-U/00004.wav,4
id10004/dwKTFeIhTOQ/00001.wav,4
id10004/Oftn1-Z0Lbk/00001.wav,4
id10004/lu_eVSfv3Tg/00014.wav,4
id10004/q6QJY1ndpOY/00001.wav,4
id10004/lu_eVSfv3Tg/00032.wav,4
id10004/JKMfqmjUwMU/00011.wav,4
id10004/lu_eVSfv3Tg/00022.wav,4
id10004/qqhJQYlENHs/00001.wav,4
id10004/6WxS8rpNjmk/00002.wav,4
id10004/bIZQaEVuATQ/00002.wav,4
id10004/JKMfqmjUwMU/00010.wav,4
id10004/lu_eVSfv3Tg/00012.wav,4
id10004/JKMfqmjUwMU/00005.wav,4
id10004/bIZQaEVuATQ/00010.wav,4
id10004/CCygVo0iPvw/00002.wav,4
